# accel_bits: 16
# accel_range_g: 16
# accel_source: IIS3DWBG1
# axis_orientation: x=primary_balance_axis,y=secondary,z=fore_aft
# optical_reference: 0_deg_top_dead_center_viewed_from_spinner_side
# rotation_direction: CW_viewed_from_spinner_side
# rpm_mean: 2300.000
# sample_name: rough_harmonics
# target_revolutions: 120
# tick_rate_hz: 1000000
# vibsense_csv_version: 2
tick,rev_offset,phase_deg,ax,ay,az,source,range_g,bits
2377770,91,53.229834627,188,-7,-29,2,16,16
2377920,91,55.299808752,256,32,19,2,16,16
2378070,91,57.369782878,330,74,57,2,16,16
2378220,91,59.439757003,380,114,60,2,16,16
2378370,91,61.509731128,450,126,71,2,16,16
2378520,91,63.579705254,471,162,57,2,16,16
2378670,91,65.649679379,526,172,96,2,16,16
2378820,91,67.719653504,517,235,52,2,16,16
2378970,91,69.789627630,567,193,86,2,16,16
2379120,91,71.859601755,621,184,93,2,16,16
2379270,91,73.929575880,575,195,101,2,16,16
2379420,91,75.999550006,649,258,93,2,16,16
2379570,91,78.069524131,636,231,89,2,16,16
2379720,91,80.139498256,580,224,70,2,16,16
2379870,91,82.209472382,535,220,90,2,16,16
2380020,91,84.279446507,549,199,79,2,16,16
2380170,91,86.349420632,489,180,49,2,16,16
2380320,91,88.419394758,507,131,55,2,16,16
2380470,91,90.489368883,435,112,45,2,16,16
2380620,91,92.559343008,416,94,13,2,16,16
2380770,91,94.629317134,350,98,4,2,16,16
2380920,91,96.699291259,340,58,-24,2,16,16
2381070,91,98.769265384,306,46,-11,2,16,16
2381220,91,100.839239510,278,34,-33,2,16,16
2381370,91,102.909213635,252,-13,-31,2,16,16
2381520,91,104.979187760,226,-8,-58,2,16,16
2381670,91,107.049161885,166,15,-82,2,16,16
2381820,91,109.119136011,116,-34,-74,2,16,16
2381970,91,111.189110136,119,-44,-92,2,16,16
2382120,91,113.259084261,52,-75,-111,2,16,16
2382270,91,115.329058387,73,-87,-103,2,16,16
2382420,91,117.399032512,16,-101,-113,2,16,16
2382570,91,119.469006637,11,-63,-81,2,16,16
2382720,91,121.538980763,-17,-104,-137,2,16,16
2382870,91,123.608954888,-38,-89,-103,2,16,16
2383020,91,125.678929013,-33,-76,-92,2,16,16
2383170,91,127.748903139,-24,-119,-103,2,16,16
2383320,91,129.818877264,-58,-105,-137,2,16,16
2383470,91,131.888851389,-15,-106,-144,2,16,16
2383620,91,133.958825515,-48,-131,-142,2,16,16
2383770,91,136.028799640,-43,-119,-133,2,16,16
2383920,91,138.098773765,-48,-85,-165,2,16,16
2384070,91,140.168747891,-40,-97,-128,2,16,16
2384220,91,142.238722016,-35,-104,-127,2,16,16
2384370,91,144.308696141,-34,-88,-126,2,16,16
2384520,91,146.378670267,-47,-111,-142,2,16,16
2384670,91,148.448644392,-3,-89,-119,2,16,16
2384820,91,150.518618517,-29,-117,-141,2,16,16
2384970,91,152.588592643,-41,-114,-76,2,16,16
2385120,91,154.658566768,-61,-89,-130,2,16,16
2385270,91,156.728540893,-72,-85,-126,2,16,16
2385420,91,158.798515019,-47,-110,-129,2,16,16
2385570,91,160.868489144,-108,-123,-144,2,16,16
2385720,91,162.938463269,-106,-150,-111,2,16,16
2385870,91,165.008437395,-117,-114,-105,2,16,16
2386020,91,167.078411520,-105,-151,-126,2,16,16
2386170,91,169.148385645,-124,-140,-94,2,16,16
2386320,91,171.218359771,-129,-122,-106,2,16,16
2386470,91,173.288333896,-178,-129,-131,2,16,16
2386620,91,175.358308021,-172,-159,-130,2,16,16
2386770,91,177.428282146,-192,-171,-132,2,16,16
2386920,91,179.498256272,-209,-170,-164,2,16,16
2387070,91,181.568230397,-214,-189,-157,2,16,16
2387220,91,183.638204522,-217,-144,-155,2,16,16
2387370,91,185.708178648,-239,-187,-157,2,16,16
2387520,91,187.778152773,-245,-198,-121,2,16,16
2387670,91,189.848126898,-285,-161,-131,2,16,16
2387820,91,191.918101024,-267,-179,-164,2,16,16
2387970,91,193.988075149,-288,-189,-117,2,16,16
2388120,91,196.058049274,-279,-164,-135,2,16,16
2388270,91,198.128023400,-262,-222,-171,2,16,16
2388420,91,200.197997525,-323,-209,-79,2,16,16
2388570,91,202.267971650,-281,-174,-140,2,16,16
2388720,91,204.337945776,-243,-158,-142,2,16,16
2388870,91,206.407919901,-236,-169,-100,2,16,16
2389020,91,208.477894026,-270,-145,-121,2,16,16
2389170,91,210.547868152,-247,-151,-109,2,16,16
2389320,91,212.617842277,-251,-186,-131,2,16,16
2389470,91,214.687816402,-188,-157,-113,2,16,16
2389620,91,216.757790528,-202,-148,-113,2,16,16
2389770,91,218.827764653,-185,-107,-90,2,16,16
2389920,91,220.897738778,-196,-108,-58,2,16,16
2390070,91,222.967712904,-163,-97,-53,2,16,16
2390220,91,225.037687029,-155,-98,-53,2,16,16
2390370,91,227.107661154,-184,-52,-42,2,16,16
2390520,91,229.177635280,-152,-58,-76,2,16,16
2390670,91,231.247609405,-169,-55,-61,2,16,16
2390820,91,233.317583530,-115,-69,-38,2,16,16
2390970,91,235.387557656,-110,-72,-59,2,16,16
2391120,91,237.457531781,-72,-56,-41,2,16,16
2391270,91,239.527505906,-139,-35,-19,2,16,16
2391420,91,241.597480032,-70,-37,-20,2,16,16
2391570,91,243.667454157,-86,-34,-45,2,16,16
2391720,91,245.737428282,-81,-42,-38,2,16,16
2391870,91,247.807402407,-99,-42,-12,2,16,16
2392020,91,249.877376533,-109,2,-22,2,16,16
2392170,91,251.947350658,-75,-70,-33,2,16,16
2392320,91,254.017324783,-134,-32,0,2,16,16
2392470,91,256.087298909,-84,-30,-27,2,16,16
2392620,91,258.157273034,-89,-49,-12,2,16,16
2392770,91,260.227247159,-100,-51,-23,2,16,16
2392920,91,262.297221285,-113,-62,-18,2,16,16
2393070,91,264.367195410,-94,-4,28,2,16,16
2393220,91,266.437169535,-98,-35,30,2,16,16
2393370,91,268.507143661,-125,-25,-13,2,16,16
2393520,91,270.577117786,-87,-41,26,2,16,16
2393670,91,272.647091911,-82,-52,5,2,16,16
2393820,91,274.717066037,-62,1,-10,2,16,16
2393970,91,276.787040162,-39,-45,32,2,16,16
2394120,91,278.857014287,-21,12,43,2,16,16
2394270,91,280.926988413,-11,-43,40,2,16,16
2394420,91,282.996962538,-2,8,50,2,16,16
2394570,91,285.066936663,22,17,68,2,16,16
2394720,91,287.136910789,38,30,64,2,16,16
2394870,91,289.206884914,50,61,100,2,16,16
2395020,91,291.276859039,110,85,91,2,16,16
2395170,91,293.346833165,132,80,74,2,16,16
2395320,91,295.416807290,157,95,91,2,16,16
2395470,91,297.486781415,184,113,117,2,16,16
2395620,91,299.556755541,200,126,95,2,16,16
2395770,91,301.626729666,204,108,126,2,16,16
2395920,91,303.696703791,228,143,153,2,16,16
2396070,91,305.766677917,252,98,116,2,16,16
2396220,91,307.836652042,290,191,118,2,16,16
2396370,91,309.906626167,278,156,137,2,16,16
2396520,91,311.976600292,273,139,139,2,16,16
2396670,91,314.046574418,263,153,109,2,16,16
2396820,91,316.116548543,252,140,116,2,16,16
2396970,91,318.186522668,233,131,126,2,16,16
2397120,91,320.256496794,193,112,101,2,16,16
2397270,91,322.326470919,223,82,119,2,16,16
2397420,91,324.396445044,122,44,95,2,16,16
2397570,91,326.466419170,106,26,66,2,16,16
2397720,91,328.536393295,42,20,98,2,16,16
2397870,91,330.606367420,-16,5,82,2,16,16
2398020,91,332.676341546,-23,-32,17,2,16,16
2398170,91,334.746315671,-118,-94,42,2,16,16
2398320,91,336.816289796,-226,-117,-13,2,16,16
2398470,91,338.886263922,-244,-128,-4,2,16,16
2398620,91,340.956238047,-293,-221,-77,2,16,16
2398770,91,343.026212172,-402,-248,-89,2,16,16
2398920,91,345.096186298,-522,-302,-95,2,16,16
2399070,91,347.166160423,-554,-368,-117,2,16,16
2399220,91,349.236134548,-651,-371,-160,2,16,16
2399370,91,351.306108674,-705,-409,-175,2,16,16
2399520,91,353.376082799,-772,-456,-197,2,16,16
2399670,91,355.446056924,-856,-533,-216,2,16,16
2399820,91,357.516031050,-942,-557,-247,2,16,16
2399970,91,359.586005175,-975,-564,-284,2,16,16
2400120,92,1.655979300,-1040,-615,-317,2,16,16
2400270,92,3.725953426,-1047,-620,-284,2,16,16
2400420,92,5.795927551,-1098,-633,-309,2,16,16
2400570,92,7.865901676,-1132,-672,-307,2,16,16
2400720,92,9.935875802,-1173,-665,-332,2,16,16
2400870,92,12.005849927,-1180,-662,-327,2,16,16
2401020,92,14.075824052,-1143,-686,-372,2,16,16
2401170,92,16.145798178,-1122,-666,-327,2,16,16
2401320,92,18.215772303,-1103,-648,-313,2,16,16
2401470,92,20.285746428,-1046,-637,-319,2,16,16
2401620,92,22.355720553,-1028,-615,-320,2,16,16
2401770,92,24.425694679,-1017,-616,-273,2,16,16
2401920,92,26.495668804,-900,-545,-283,2,16,16
2402070,92,28.565642929,-847,-532,-264,2,16,16
2402220,92,30.635617055,-811,-493,-245,2,16,16
2402370,92,32.705591180,-733,-470,-239,2,16,16
2402520,92,34.775565305,-609,-412,-205,2,16,16
2402670,92,36.845539431,-540,-387,-194,2,16,16
2402820,92,38.915513556,-452,-340,-185,2,16,16
2402970,92,40.985487681,-403,-293,-135,2,16,16
2403120,92,43.055461807,-299,-235,-131,2,16,16
2403270,92,45.125435932,-222,-197,-74,2,16,16
2403420,92,47.195410057,-128,-147,-35,2,16,16
2403570,92,49.265384183,-41,-97,-38,2,16,16
2403720,92,51.335358308,63,-29,-28,2,16,16
2403870,92,53.405332433,143,18,20,2,16,16
2404020,92,55.475306559,193,40,-27,2,16,16
2404170,92,57.545280684,306,71,64,2,16,16
2404320,92,59.615254809,333,87,61,2,16,16
2404470,92,61.685228935,383,146,65,2,16,16
2404620,92,63.755203060,445,144,86,2,16,16
2404770,92,65.825177185,437,177,75,2,16,16
2404920,92,67.895151311,509,206,90,2,16,16
2405070,92,69.965125436,538,196,144,2,16,16
2405220,92,72.035099561,538,231,136,2,16,16
2405370,92,74.105073687,574,231,116,2,16,16
2405520,92,76.175047812,576,229,124,2,16,16
2405670,92,78.245021937,577,232,85,2,16,16
2405820,92,80.314996063,567,211,111,2,16,16
2405970,92,82.384970188,564,215,93,2,16,16
2406120,92,84.454944313,525,185,75,2,16,16
2406270,92,86.524918439,480,222,87,2,16,16
2406420,92,88.594892564,463,185,61,2,16,16
2406570,92,90.664866689,439,142,80,2,16,16
2406720,92,92.734840814,392,136,43,2,16,16
2406870,92,94.804814940,388,86,22,2,16,16
2407020,92,96.874789065,356,108,51,2,16,16
2407170,92,98.944763190,273,45,3,2,16,16
2407320,92,101.014737316,248,74,15,2,16,16
2407470,92,103.084711441,222,30,-5,2,16,16
2407620,92,105.154685566,185,20,-21,2,16,16
2407770,92,107.224659692,131,6,-56,2,16,16
2407920,92,109.294633817,146,-19,-17,2,16,16
2408070,92,111.364607942,121,-29,-63,2,16,16
2408220,92,113.434582068,95,-37,-53,2,16,16
2408370,92,115.504556193,22,-57,-25,2,16,16
2408520,92,117.574530318,38,-51,-64,2,16,16
2408670,92,119.644504444,-12,-68,-71,2,16,16
2408820,92,121.714478569,10,-65,-61,2,16,16
2408970,92,123.784452694,28,-55,-82,2,16,16
2409120,92,125.854426820,-7,-67,-105,2,16,16
2409270,92,127.924400945,-30,-66,-66,2,16,16
2409420,92,129.994375070,-35,-74,-110,2,16,16
2409570,92,132.064349196,-4,-104,-87,2,16,16
2409720,92,134.134323321,8,-76,-75,2,16,16
2409870,92,136.204297446,-10,-59,-87,2,16,16
2410020,92,138.274271572,-4,-86,-84,2,16,16
2410170,92,140.344245697,4,-80,-63,2,16,16
2410320,92,142.414219822,-5,-88,-108,2,16,16
2410470,92,144.484193948,-12,-47,-66,2,16,16
2410620,92,146.554168073,8,-51,-90,2,16,16
2410770,92,148.624142198,20,-58,-79,2,16,16
2410920,92,150.694116324,-15,-74,-85,2,16,16
2411070,92,152.764090449,10,-49,-88,2,16,16
2411220,92,154.834064574,-37,-54,-51,2,16,16
2411370,92,156.904038700,-47,-52,-53,2,16,16
2411520,92,158.974012825,-24,-37,-77,2,16,16
2411670,92,161.043986950,-14,-67,-28,2,16,16
2411820,92,163.113961075,-47,-82,-65,2,16,16
2411970,92,165.183935201,-47,-59,-70,2,16,16
2412120,92,167.253909326,-52,-72,-74,2,16,16
2412270,92,169.323883451,-74,-75,-58,2,16,16
2412420,92,171.393857577,-79,-99,-90,2,16,16
2412570,92,173.463831702,-86,-88,-108,2,16,16
2412720,92,175.533805827,-103,-87,-79,2,16,16
2412870,92,177.603779953,-158,-80,-88,2,16,16
2413020,92,179.673754078,-148,-110,-118,2,16,16
2413170,92,181.743728203,-153,-131,-85,2,16,16
2413320,92,183.813702329,-130,-104,-70,2,16,16
2413470,92,185.883676454,-164,-113,-102,2,16,16
2413620,92,187.953650579,-163,-102,-84,2,16,16
2413770,92,190.023624705,-168,-128,-108,2,16,16
2413920,92,192.093598830,-191,-114,-64,2,16,16
2414070,92,194.163572955,-172,-117,-85,2,16,16
2414220,92,196.233547081,-171,-120,-52,2,16,16
2414370,92,198.303521206,-166,-113,-95,2,16,16
2414520,92,200.373495331,-214,-94,-68,2,16,16
2414670,92,202.443469457,-153,-101,-58,2,16,16
2414820,92,204.513443582,-162,-75,-72,2,16,16
2414970,92,206.583417707,-167,-70,-47,2,16,16
2415120,92,208.653391833,-141,-87,-72,2,16,16
2415270,92,210.723365958,-119,-58,-27,2,16,16
2415420,92,212.793340083,-109,-12,-37,2,16,16
2415570,92,214.863314209,-93,-33,-43,2,16,16
2415720,92,216.933288334,-115,-64,-52,2,16,16
2415870,92,219.003262459,-81,-9,-11,2,16,16
2416020,92,221.073236585,-26,0,-9,2,16,16
2416170,92,223.143210710,-27,8,-6,2,16,16
2416320,92,225.213184835,-20,1,-5,2,16,16
2416470,92,227.283158961,-37,26,51,2,16,16
2416620,92,229.353133086,0,29,33,2,16,16
2416770,92,231.423107211,27,-18,43,2,16,16
2416920,92,233.493081336,24,17,25,2,16,16
2417070,92,235.563055462,17,35,11,2,16,16
2417220,92,237.633029587,36,85,61,2,16,16
2417370,92,239.703003712,46,65,40,2,16,16
2417520,92,241.772977838,23,27,44,2,16,16
2417670,92,243.842951963,24,81,32,2,16,16
2417820,92,245.912926088,67,55,31,2,16,16
2417970,92,247.982900214,33,88,26,2,16,16
2418120,92,250.052874339,49,41,45,2,16,16
2418270,92,252.122848464,8,58,107,2,16,16
2418420,92,254.192822590,60,94,67,2,16,16
2418570,92,256.262796715,25,56,73,2,16,16
2418720,92,258.332770840,30,72,69,2,16,16
2418870,92,260.402744966,37,52,71,2,16,16
2419020,92,262.472719091,27,79,118,2,16,16
2419170,92,264.542693216,58,98,32,2,16,16
2419320,92,266.612667342,64,85,76,2,16,16
2419470,92,268.682641467,47,83,60,2,16,16
2419620,92,270.752615592,70,109,83,2,16,16
2419770,92,272.822589718,69,98,96,2,16,16
2419920,92,274.892563843,115,125,124,2,16,16
2420070,92,276.962537968,102,94,128,2,16,16
2420220,92,279.032512094,146,116,89,2,16,16
2420370,92,281.102486219,146,113,152,2,16,16
2420520,92,283.172460344,184,127,94,2,16,16
2420670,92,285.242434470,204,175,167,2,16,16
2420820,92,287.312408595,229,145,181,2,16,16
2420970,92,289.382382720,238,165,176,2,16,16
2421120,92,291.452356846,262,196,196,2,16,16
2421270,92,293.522330971,259,178,169,2,16,16
2421420,92,295.592305096,326,244,190,2,16,16
2421570,92,297.662279222,355,234,195,2,16,16
2421720,92,299.732253347,344,230,225,2,16,16
2421870,92,301.802227472,353,263,205,2,16,16
2422020,92,303.872201597,407,280,228,2,16,16
2422170,92,305.942175723,408,291,237,2,16,16
2422320,92,308.012149848,442,266,219,2,16,16
2422470,92,310.082123973,496,253,215,2,16,16
2422620,92,312.152098099,439,277,219,2,16,16
2422770,92,314.222072224,450,289,223,2,16,16
2422920,92,316.292046349,440,272,215,2,16,16
2423070,92,318.362020475,391,274,189,2,16,16
2423220,92,320.431994600,364,230,221,2,16,16
2423370,92,322.501968725,347,230,204,2,16,16
2423520,92,324.571942851,345,221,178,2,16,16
2423670,92,326.641916976,279,150,182,2,16,16
2423820,92,328.711891101,272,123,173,2,16,16
2423970,92,330.781865227,186,107,155,2,16,16
2424120,92,332.851839352,118,77,127,2,16,16
2424270,92,334.921813477,33,12,136,2,16,16
2424420,92,336.991787603,0,-22,53,2,16,16
2424570,92,339.061761728,-133,-47,55,2,16,16
2424720,92,341.131735853,-167,-86,35,2,16,16
2424870,92,343.201709979,-241,-137,-15,2,16,16
2425020,92,345.271684104,-281,-181,-17,2,16,16
2425170,92,347.341658229,-369,-200,-37,2,16,16
2425320,92,349.411632355,-470,-221,-63,2,16,16
2425470,92,351.481606480,-555,-312,-107,2,16,16
2425620,92,353.551580605,-597,-343,-100,2,16,16
2425770,92,355.621554731,-682,-408,-131,2,16,16
2425920,92,357.691528856,-751,-388,-153,2,16,16
2426070,92,359.761502981,-754,-429,-185,2,16,16
2426220,93,1.831477107,-868,-452,-189,2,16,16
2426370,93,3.901451232,-877,-458,-196,2,16,16
2426520,93,5.971425357,-927,-532,-236,2,16,16
2426670,93,8.041399483,-920,-557,-189,2,16,16
2426820,93,10.111373608,-995,-551,-226,2,16,16
2426970,93,12.181347733,-1002,-556,-222,2,16,16
2427120,93,14.251321858,-982,-575,-243,2,16,16
2427270,93,16.321295984,-972,-525,-218,2,16,16
2427420,93,18.391270109,-935,-573,-237,2,16,16
2427570,93,20.461244234,-926,-547,-203,2,16,16
2427720,93,22.531218360,-860,-517,-200,2,16,16
2427870,93,24.601192485,-828,-458,-184,2,16,16
2428020,93,26.671166610,-759,-441,-172,2,16,16
2428170,93,28.741140736,-660,-411,-169,2,16,16
2428320,93,30.811114861,-641,-363,-137,2,16,16
2428470,93,32.881088986,-549,-335,-109,2,16,16
2428620,93,34.951063112,-478,-294,-82,2,16,16
2428770,93,37.021037237,-373,-235,-72,2,16,16
2428920,93,39.091011362,-291,-171,-51,2,16,16
2429070,93,41.160985488,-211,-149,-22,2,16,16
2429220,93,43.230959613,-142,-103,-30,2,16,16
2429370,93,45.300933738,-27,-69,12,2,16,16
2429520,93,47.370907864,59,-19,45,2,16,16
2429670,93,49.440881989,141,32,40,2,16,16
2429820,93,51.510856114,229,70,81,2,16,16
2429970,93,53.580830240,339,103,83,2,16,16
2430120,93,55.650804365,339,134,106,2,16,16
2430270,93,57.720778490,413,184,127,2,16,16
2430420,93,59.790752616,450,224,144,2,16,16
2430570,93,61.860726741,536,267,172,2,16,16
2430720,93,63.930700866,583,322,188,2,16,16
2430870,93,66.000674992,592,300,179,2,16,16
2431020,93,68.070649117,669,299,187,2,16,16
2431170,93,70.140623242,671,324,209,2,16,16
2431320,93,72.210597368,729,313,205,2,16,16
2431470,93,74.280571493,698,353,206,2,16,16
2431620,93,76.350545618,712,349,221,2,16,16
2431770,93,78.420519743,697,320,207,2,16,16
2431920,93,80.490493869,664,341,216,2,16,16
2432070,93,82.560467994,699,322,200,2,16,16
2432220,93,84.630442119,665,336,148,2,16,16
2432370,93,86.700416245,600,269,174,2,16,16
2432520,93,88.770390370,585,239,162,2,16,16
2432670,93,90.840364495,594,220,154,2,16,16
2432820,93,92.910338621,498,222,112,2,16,16
2432970,93,94.980312746,467,231,100,2,16,16
2433120,93,97.050286871,435,217,153,2,16,16
2433270,93,99.120260997,397,196,179,2,16,16
2433420,93,101.190235122,360,151,84,2,16,16
2433570,93,103.260209247,350,126,105,2,16,16
2433720,93,105.330183373,297,113,51,2,16,16
2433870,93,107.400157498,251,100,62,2,16,16
2434020,93,109.470131623,231,99,64,2,16,16
2434170,93,111.540105749,249,56,35,2,16,16
2434320,93,113.610079874,221,41,25,2,16,16
2434470,93,115.680053999,165,42,22,2,16,16
2434620,93,117.750028125,139,22,46,2,16,16
2434770,93,119.820002250,132,47,21,2,16,16
2434920,93,121.889976375,82,-15,-8,2,16,16
2435070,93,123.959950501,97,16,24,2,16,16
2435220,93,126.029924626,71,13,-23,2,16,16
2435370,93,128.099898751,98,36,6,2,16,16
2435520,93,130.169872877,66,1,22,2,16,16
2435670,93,132.239847002,77,10,-15,2,16,16
2435820,93,134.309821127,75,11,0,2,16,16
2435970,93,136.379795253,77,7,-19,2,16,16
2436120,93,138.449769378,84,4,-5,2,16,16
2436270,93,140.519743503,113,-30,3,2,16,16
2436420,93,142.589717629,64,-11,6,2,16,16
2436570,93,144.659691754,76,25,-19,2,16,16
2436720,93,146.729665879,90,-15,25,2,16,16
2436870,93,148.799640005,80,2,2,2,16,16
2437020,93,150.869614130,87,29,29,2,16,16
2437170,93,152.939588255,85,0,-12,2,16,16
2437320,93,155.009562380,39,25,17,2,16,16
2437470,93,157.079536506,63,48,-18,2,16,16
2437620,93,159.149510631,39,31,20,2,16,16
2437770,93,161.219484756,42,2,18,2,16,16
2437920,93,163.289458882,47,3,9,2,16,16
2438070,93,165.359433007,19,13,24,2,16,16
2438220,93,167.429407132,15,-17,-12,2,16,16
2438370,93,169.499381258,-47,1,-1,2,16,16
2438520,93,171.569355383,-23,-19,-3,2,16,16
2438670,93,173.639329508,-50,-7,-25,2,16,16
2438820,93,175.709303634,-60,-26,-22,2,16,16
2438970,93,177.779277759,-82,-43,-23,2,16,16
2439120,93,179.849251884,-81,-51,-22,2,16,16
2439270,93,181.919226010,-108,-71,-5,2,16,16
2439420,93,183.989200135,-146,-42,-28,2,16,16
2439570,93,186.059174260,-131,-61,-27,2,16,16
2439720,93,188.129148386,-146,-71,-34,2,16,16
2439870,93,190.199122511,-152,-47,4,2,16,16
2440019,93,192.269096636,-142,-61,-35,2,16,16
2440169,93,194.339070762,-126,-58,-16,2,16,16
2440319,93,196.409044887,-149,-59,3,2,16,16
2440469,93,198.479019012,-92,-44,-12,2,16,16
2440619,93,200.548993138,-122,-45,-17,2,16,16
2440769,93,202.618967263,-150,-66,5,2,16,16
2440919,93,204.688941388,-149,-48,22,2,16,16
2441069,93,206.758915514,-96,-33,29,2,16,16
2441219,93,208.828889639,-93,-25,7,2,16,16
2441369,93,210.898863764,-80,-55,48,2,16,16
2441519,93,212.968837890,-64,2,48,2,16,16
2441669,93,215.038812015,-59,-22,25,2,16,16
2441819,93,217.108786140,-77,-3,28,2,16,16
2441969,93,219.178760266,-65,26,41,2,16,16
2442119,93,221.248734391,-51,18,70,2,16,16
2442269,93,223.318708516,-39,60,63,2,16,16
2442419,93,225.388682641,-31,51,74,2,16,16
2442569,93,227.458656767,-31,35,62,2,16,16
2442719,93,229.528630892,-33,74,54,2,16,16
2442869,93,231.598605017,9,74,110,2,16,16
2443019,93,233.668579143,28,32,74,2,16,16
2443169,93,235.738553268,58,89,105,2,16,16
2443319,93,237.808527393,53,84,59,2,16,16
2443469,93,239.878501519,14,86,98,2,16,16
2443619,93,241.948475644,31,92,81,2,16,16
2443769,93,244.018449769,42,83,130,2,16,16
2443919,93,246.088423895,25,45,148,2,16,16
2444069,93,248.158398020,1,97,119,2,16,16
2444219,93,250.228372145,36,106,120,2,16,16
2444369,93,252.298346271,30,75,87,2,16,16
2444519,93,254.368320396,29,105,107,2,16,16
2444669,93,256.438294521,29,76,113,2,16,16
2444819,93,258.508268647,5,67,135,2,16,16
2444969,93,260.578242772,30,103,152,2,16,16
2445119,93,262.648216897,29,60,147,2,16,16
2445269,93,264.718191023,19,102,123,2,16,16
2445419,93,266.788165148,11,66,148,2,16,16
2445569,93,268.858139273,13,54,159,2,16,16
2445719,93,270.928113399,49,121,118,2,16,16
2445869,93,272.998087524,54,96,155,2,16,16
2446019,93,275.068061649,39,124,155,2,16,16
2446169,93,277.138035775,80,149,146,2,16,16
2446319,93,279.208009900,103,133,168,2,16,16
2446469,93,281.277984025,77,162,169,2,16,16
2446619,93,283.347958151,140,145,176,2,16,16
2446769,93,285.417932276,160,167,188,2,16,16
2446919,93,287.487906401,146,216,196,2,16,16
2447069,93,289.557880526,214,192,175,2,16,16
2447219,93,291.627854652,232,222,257,2,16,16
2447369,93,293.697828777,256,200,237,2,16,16
2447519,93,295.767802902,265,214,223,2,16,16
2447669,93,297.837777028,302,258,210,2,16,16
2447819,93,299.907751153,340,259,259,2,16,16
2447969,93,301.977725278,356,276,219,2,16,16
2448119,93,304.047699404,343,234,256,2,16,16
2448269,93,306.117673529,388,307,247,2,16,16
2448419,93,308.187647654,387,275,263,2,16,16
2448569,93,310.257621780,422,263,245,2,16,16
2448719,93,312.327595905,433,274,252,2,16,16
2448869,93,314.397570030,359,284,251,2,16,16
2449019,93,316.467544156,402,253,266,2,16,16
2449169,93,318.537518281,377,265,233,2,16,16
2449319,93,320.607492406,356,244,234,2,16,16
2449469,93,322.677466532,333,235,220,2,16,16
2449619,93,324.747440657,255,247,223,2,16,16
2449769,93,326.817414782,271,198,198,2,16,16
2449919,93,328.887388908,230,111,217,2,16,16
2450069,93,330.957363033,104,100,204,2,16,16
2450219,93,333.027337158,98,91,169,2,16,16
2450369,93,335.097311284,12,59,126,2,16,16
2450519,93,337.167285409,-39,54,120,2,16,16
2450669,93,339.237259534,-120,-39,89,2,16,16
2450819,93,341.307233660,-212,-47,46,2,16,16
2450969,93,343.377207785,-286,-127,25,2,16,16
2451119,93,345.447181910,-374,-122,26,2,16,16
2451269,93,347.517156036,-450,-233,15,2,16,16
2451419,93,349.587130161,-527,-239,-9,2,16,16
2451569,93,351.657104286,-599,-271,-65,2,16,16
2451719,93,353.727078412,-638,-321,-51,2,16,16
2451869,93,355.797052537,-712,-365,-108,2,16,16
2452019,93,357.867026662,-823,-404,-108,2,16,16
2452169,93,359.937000787,-863,-425,-122,2,16,16
2452319,94,2.006974913,-855,-456,-131,2,16,16
2452469,94,4.076949038,-929,-478,-197,2,16,16
2452619,94,6.146923163,-970,-509,-185,2,16,16
2452769,94,8.216897289,-984,-532,-179,2,16,16
2452919,94,10.286871414,-1013,-555,-199,2,16,16
2453069,94,12.356845539,-992,-547,-198,2,16,16
2453219,94,14.426819665,-1004,-541,-189,2,16,16
2453369,94,16.496793790,-991,-535,-194,2,16,16
2453519,94,18.566767915,-967,-552,-177,2,16,16
2453669,94,20.636742041,-919,-552,-151,2,16,16
2453819,94,22.706716166,-887,-514,-175,2,16,16
2453969,94,24.776690291,-875,-467,-191,2,16,16
2454119,94,26.846664417,-787,-454,-155,2,16,16
2454269,94,28.916638542,-760,-429,-133,2,16,16
2454419,94,30.986612667,-636,-348,-84,2,16,16
2454569,94,33.056586793,-579,-333,-96,2,16,16
2454719,94,35.126560918,-528,-269,-77,2,16,16
2454869,94,37.196535043,-419,-239,-29,2,16,16
2455019,94,39.266509169,-310,-205,-16,2,16,16
2455169,94,41.336483294,-243,-136,-5,2,16,16
2455319,94,43.406457419,-146,-69,36,2,16,16
2455469,94,45.476431545,-38,-38,45,2,16,16
2455619,94,47.546405670,75,4,72,2,16,16
2455769,94,49.616379795,126,22,78,2,16,16
2455919,94,51.686353921,226,105,148,2,16,16
2456069,94,53.756328046,270,172,154,2,16,16
2456219,94,55.826302171,352,169,176,2,16,16
2456369,94,57.896276297,411,219,198,2,16,16
2456519,94,59.966250422,481,216,217,2,16,16
2456669,94,62.036224547,575,282,206,2,16,16
2456819,94,64.106198673,570,246,208,2,16,16
2456969,94,66.176172798,631,316,232,2,16,16
2457119,94,68.246146923,660,339,245,2,16,16
2457269,94,70.316121048,670,338,249,2,16,16
2457419,94,72.386095174,664,365,239,2,16,16
2457569,94,74.456069299,679,390,255,2,16,16
2457719,94,76.526043424,695,378,206,2,16,16
2457869,94,78.596017550,726,349,236,2,16,16
2458019,94,80.665991675,703,357,237,2,16,16
2458169,94,82.735965800,660,332,262,2,16,16
2458319,94,84.805939926,646,352,225,2,16,16
2458469,94,86.875914051,592,338,195,2,16,16
2458619,94,88.945888176,579,301,229,2,16,16
